Date,Open,High,Low,Close,Volume,Name,Dividends,Stock Splits
2020-10-16 00:00:00+05:30,144.9426,146.8624,141.583,146.4784,536270,BALRAMCHIN,,
2020-10-19 00:00:00+05:30,146.5744,148.4942,146.5744,147.8223,251352,BALRAMCHIN,,
2020-10-20 00:00:00+05:30,147.5823,158.237,146.4304,156.2213,2690278,BALRAMCHIN,,
2020-10-21 00:00:00+05:30,157.4211,157.9011,151.0379,151.8538,763041,BALRAMCHIN,,
2020-10-22 00:00:00+05:30,151.8538,153.0056,149.4541,150.6059,361871,BALRAMCHIN,,
2020-10-23 00:00:00+05:30,151.8058,154.5414,150.7979,152.7177,434168,BALRAMCHIN,,
2020-10-26 00:00:00+05:30,153.9655,156.8931,152.1417,154.5894,674935,BALRAMCHIN,,
2020-10-27 00:00:00+05:30,153.1016,156.4612,151.7578,155.2134,739378,BALRAMCHIN,,
2020-10-28 00:00:00+05:30,155.7413,162.9884,154.0615,155.6933,3170993,BALRAMCHIN,,
2020-10-29 00:00:00+05:30,153.5816,160.3008,150.7979,157.853,1693194,BALRAMCHIN,,
2020-10-30 00:00:00+05:30,158.285,161.1646,152.7177,153.9655,1026341,BALRAMCHIN,,
2020-11-02 00:00:00+05:30,152.8137,153.5816,146.0945,147.7743,1251671,BALRAMCHIN,,
2020-11-03 00:00:00+05:30,148.7342,149.4541,143.5508,144.9426,606354,BALRAMCHIN,,
2020-11-04 00:00:00+05:30,145.7585,147.7743,141.775,143.6467,1155854,BALRAMCHIN,,
2020-11-05 00:00:00+05:30,144.2707,146.4784,142.3509,143.9347,727599,BALRAMCHIN,,
2020-11-06 00:00:00+05:30,144.4627,146.4304,142.5909,143.6947,1053458,BALRAMCHIN,,
2020-11-09 00:00:00+05:30,146.1425,146.9584,142.8309,143.8387,982158,BALRAMCHIN,,
2020-11-10 00:00:00+05:30,144.3667,145.3266,142.063,142.7349,1026977,BALRAMCHIN,,
2020-11-11 00:00:00+05:30,143.4068,144.4147,141.871,143.9827,1009518,BALRAMCHIN,,
2020-11-12 00:00:00+05:30,144.6066,145.1346,142.1589,143.1188,1423432,BALRAMCHIN,,
2020-11-13 00:00:00+05:30,143.6468,143.9347,142.5429,143.3108,396611,BALRAMCHIN,,
2020-11-14 00:00:00+05:30,144.1747,145.3266,144.1747,144.7506,165453,BALRAMCHIN,,
2020-11-17 00:00:00+05:30,145.8545,149.3581,145.4225,147.0543,1063306,BALRAMCHIN,,
2020-11-18 00:00:00+05:30,147.1023,148.7341,143.4068,144.1747,741909,BALRAMCHIN,,
2020-11-19 00:00:00+05:30,143.8387,144.9426,142.5909,143.0228,704437,BALRAMCHIN,,
2020-11-20 00:00:00+05:30,143.5508,147.3423,142.5429,145.8545,922082,BALRAMCHIN,,
2020-11-23 00:00:00+05:30,147.8223,149.982,147.3423,149.3581,935771,BALRAMCHIN,,
2020-11-24 00:00:00+05:30,150.7979,151.4218,147.1983,148.8781,726802,BALRAMCHIN,,
2020-11-25 00:00:00+05:30,149.3581,153.3896,147.3423,147.9183,1122953,BALRAMCHIN,,
2020-11-26 00:00:00+05:30,150.7979,158.093,149.742,155.0694,3454080,BALRAMCHIN,,
2020-11-27 00:00:00+05:30,155.0214,160.3008,154.2055,157.9971,1754049,BALRAMCHIN,,
2020-12-01 00:00:00+05:30,160.6847,167.6439,159.1009,167.1639,3382134,BALRAMCHIN,,
2020-12-02 00:00:00+05:30,166.0601,166.0601,160.2528,161.5006,1694339,BALRAMCHIN,,
2020-12-03 00:00:00+05:30,162.1725,162.3165,157.4211,158.237,1618439,BALRAMCHIN,,
2020-12-04 00:00:00+05:30,156.5572,162.3645,156.5572,159.7728,1081097,BALRAMCHIN,,
2020-12-07 00:00:00+05:30,160.7807,160.7807,157.6611,159.0049,1412561,BALRAMCHIN,,
2020-12-08 00:00:00+05:30,159.4369,160.5407,153.0536,155.6933,1253291,BALRAMCHIN,,
2020-12-09 00:00:00+05:30,156.7492,161.0687,152.7657,159.4849,1802298,BALRAMCHIN,,
2020-12-10 00:00:00+05:30,159.2929,163.3724,154.3015,162.2685,2086248,BALRAMCHIN,,
2020-12-11 00:00:00+05:30,163.1804,167.1639,162.7005,165.7721,2514911,BALRAMCHIN,,
2020-12-14 00:00:00+05:30,166.492,170.8115,166.3961,169.5637,2321531,BALRAMCHIN,,
2020-12-15 00:00:00+05:30,169.8996,176.2349,166.0601,174.843,2930959,BALRAMCHIN,,
2020-12-16 00:00:00+05:30,177.0987,178.3466,167.9798,170.0436,4497473,BALRAMCHIN,,
2020-12-17 00:00:00+05:30,174.507,177.5787,169.9956,171.3394,2839483,BALRAMCHIN,,
2020-12-18 00:00:00+05:30,171.6754,171.7234,166.0121,166.924,871442,BALRAMCHIN,,
2020-12-21 00:00:00+05:30,167.9798,169.3236,149.838,155.5013,1454735,BALRAMCHIN,,
2020-12-22 00:00:00+05:30,153.1016,163.0844,149.3101,161.3086,1208986,BALRAMCHIN,,
2020-12-23 00:00:00+05:30,161.9325,169.8996,161.1167,169.0357,986224,BALRAMCHIN,,
2020-12-24 00:00:00+05:30,170.5715,172.3953,165.2442,168.2678,1195635,BALRAMCHIN,,
2020-12-28 00:00:00+05:30,168.2678,169.8036,164.3323,165.0042,452241,BALRAMCHIN,,
2020-12-29 00:00:00+05:30,165.5801,166.492,160.9247,163.0844,745273,BALRAMCHIN,,
2020-12-30 00:00:00+05:30,164.4283,165.9641,161.7406,163.0364,970232,BALRAMCHIN,,
2020-12-31 00:00:00+05:30,163.6603,165.4841,162.7005,165.1002,1045871,BALRAMCHIN,,
2021-01-01 00:00:00+05:30,166.0601,166.444,163.7084,164.6203,386332,BALRAMCHIN,,
2021-01-04 00:00:00+05:30,164.6682,166.444,162.3165,163.7563,1116300,BALRAMCHIN,,
2021-01-05 00:00:00+05:30,162.9884,164.2843,161.9806,162.6045,749480,BALRAMCHIN,,
2021-01-06 00:00:00+05:30,163.3724,169.1317,162.9404,167.2119,2058925,BALRAMCHIN,,
2021-01-07 00:00:00+05:30,168.7478,170.8595,164.8602,165.8201,908187,BALRAMCHIN,,
