Date,Open,High,Low,Close,Volume,Name,Dividends,Stock Splits
2020-10-16 00:00:00+05:30,388.0083,390.7425,382.1563,385.3221,23786283,BHARTIARTL,,
2020-10-19 00:00:00+05:30,387.1449,388.2002,377.9832,381.5327,17237471,BHARTIARTL,,
2020-10-20 00:00:00+05:30,381.5327,396.4026,380.8132,388.536,26395238,BHARTIARTL,,
2020-10-21 00:00:00+05:30,389.2076,403.1181,387.1449,401.9669,23929199,BHARTIARTL,,
2020-10-22 00:00:00+05:30,401.9668,414.7741,401.0075,413.1432,27014551,BHARTIARTL,,
2020-10-23 00:00:00+05:30,417.2205,419.8108,409.9295,416.7408,18512271,BHARTIARTL,,
2020-10-26 00:00:00+05:30,416.6928,421.5855,410.601,416.405,11956996,BHARTIARTL,,
2020-10-27 00:00:00+05:30,416.405,421.0579,410.1213,415.7335,13021129,BHARTIARTL,,
2020-10-28 00:00:00+05:30,427.8693,468.1619,424.0319,433.4814,125905730,BHARTIARTL,,
2020-10-29 00:00:00+05:30,429.5002,438.518,426.9099,432.4742,25537340,BHARTIARTL,,
2020-10-30 00:00:00+05:30,436.4075,436.4075,412.9993,416.1172,23483928,BHARTIARTL,,
2020-11-02 00:00:00+05:30,417.3165,441.3002,417.3165,438.8058,28703578,BHARTIARTL,,
2020-11-03 00:00:00+05:30,439.3814,441.9717,429.2603,436.1197,16337850,BHARTIARTL,,
2020-11-04 00:00:00+05:30,434.5847,437.031,428.9725,434.6327,10191499,BHARTIARTL,,
2020-11-05 00:00:00+05:30,438.4221,443.1229,434.2009,438.7099,9407770,BHARTIARTL,,
2020-11-06 00:00:00+05:30,438.4221,441.6359,430.5075,431.6107,12195207,BHARTIARTL,,
2020-11-09 00:00:00+05:30,437.7505,455.4505,434.153,452.6204,24953555,BHARTIARTL,,
2020-11-10 00:00:00+05:30,454.731,454.8749,446.0969,447.44,9800899,BHARTIARTL,,
2020-11-11 00:00:00+05:30,448.927,461.7822,445.1855,459.144,16032885,BHARTIARTL,,
2020-11-12 00:00:00+05:30,457.4651,463.557,455.7383,460.3432,14785276,BHARTIARTL,,
2020-11-13 00:00:00+05:30,457.6091,458.5684,450.8936,456.4099,8428163,BHARTIARTL,,
2020-11-14 00:00:00+05:30,467.2025,467.2025,459.5277,461.9261,4014491,BHARTIARTL,,
2020-11-17 00:00:00+05:30,470.944,474.8294,461.6863,464.8521,19050384,BHARTIARTL,,
2020-11-18 00:00:00+05:30,464.2765,465.2838,451.9489,458.9521,10504589,BHARTIARTL,,
2020-11-19 00:00:00+05:30,456.6497,461.8782,448.0156,449.5026,11541941,BHARTIARTL,,
2020-11-20 00:00:00+05:30,451.3733,466.1952,446.4327,464.0367,12090462,BHARTIARTL,,
2020-11-23 00:00:00+05:30,466.9627,466.9627,455.7863,457.8489,10193531,BHARTIARTL,,
2020-11-24 00:00:00+05:30,458.9521,461.6863,452.0449,454.9709,9346208,BHARTIARTL,,
2020-11-25 00:00:00+05:30,457.1294,458.4724,440.005,445.2334,14497115,BHARTIARTL,,
2020-11-26 00:00:00+05:30,449.6464,450.5578,441.3961,449.3586,11535113,BHARTIARTL,,
2020-11-27 00:00:00+05:30,449.2627,453.4359,443.2188,444.418,18491882,BHARTIARTL,,
2020-12-01 00:00:00+05:30,448.7351,462.8855,441.7798,459.9595,18534936,BHARTIARTL,,
2020-12-02 00:00:00+05:30,461.4465,468.066,454.779,465.1879,20948620,BHARTIARTL,,
2020-12-03 00:00:00+05:30,467.2985,469.2651,454.731,460.3912,20094168,BHARTIARTL,,
2020-12-04 00:00:00+05:30,467.0586,477.5635,463.7489,473.6781,31622330,BHARTIARTL,,
2020-12-07 00:00:00+05:30,477.7554,489.7472,474.4936,488.2602,22541162,BHARTIARTL,,
