Date,Open,High,Low,Close,Volume,Name,Dividends,Stock Splits,Capital Gains
2021-01-13 00:00:00+05:30,85.45,86.65,81.55,83.75,8786802,IBREALEST,,,
2021-01-14 00:00:00+05:30,83.75,85.85,83.1,83.8,5297595,IBREALEST,,,
2021-01-15 00:00:00+05:30,83.9,84.9,80.2,80.55,6593867,IBREALEST,,,
2021-01-18 00:00:00+05:30,80.85,81.7,77.6,78.1,5122556,IBREALEST,,,
2021-01-19 00:00:00+05:30,81.0,87.9,81.0,87.15,24075941,IBREALEST,,,
2021-01-20 00:00:00+05:30,86.8,88.8,84.1,84.75,8632923,IBREALEST,,,
2021-01-21 00:00:00+05:30,85.1,85.85,81.05,81.65,4824808,IBREALEST,,,
2021-01-22 00:00:00+05:30,81.25,82.5,76.65,78.45,6832613,IBREALEST,,,
2021-01-25 00:00:00+05:30,79.2,80.55,76.1,77.35,4628174,IBREALEST,,,
2021-01-27 00:00:00+05:30,77.4,80.5,76.1,78.75,5672011,IBREALEST,,,
2021-01-28 00:00:00+05:30,77.85,78.7,75.5,76.2,3574088,IBREALEST,,,
2021-01-29 00:00:00+05:30,77.0,78.2,73.8,74.45,4530531,IBREALEST,,,
2021-02-01 00:00:00+05:30,74.95,80.85,73.6,80.35,8206537,IBREALEST,,,
2021-02-02 00:00:00+05:30,81.0,84.35,78.5,79.05,7009838,IBREALEST,,,
2021-02-03 00:00:00+05:30,79.8,82.6,78.2,81.85,5253710,IBREALEST,,,
2021-02-04 00:00:00+05:30,82.0,85.9,80.5,84.0,8368351,IBREALEST,,,
2021-02-05 00:00:00+05:30,84.7,85.4,80.6,82.55,4281453,IBREALEST,,,
2021-02-08 00:00:00+05:30,83.3,87.7,82.0,86.2,9397644,IBREALEST,,,
2021-02-09 00:00:00+05:30,86.5,88.6,84.35,86.3,9670533,IBREALEST,,,
2021-02-10 00:00:00+05:30,86.3,87.45,83.6,84.8,4036738,IBREALEST,,,
2021-02-11 00:00:00+05:30,84.7,86.3,83.5,83.85,3100687,IBREALEST,,,
2021-02-12 00:00:00+05:30,84.2,84.85,81.45,81.9,3321776,IBREALEST,,,
2021-02-15 00:00:00+05:30,82.45,83.2,81.0,81.25,2634697,IBREALEST,,,
2021-02-16 00:00:00+05:30,81.55,87.2,81.3,85.1,5455611,IBREALEST,,,
2021-02-17 00:00:00+05:30,84.1,84.9,81.9,82.35,3820782,IBREALEST,,,
2021-02-18 00:00:00+05:30,82.95,85.35,82.15,83.75,4507246,IBREALEST,,,
2021-02-19 00:00:00+05:30,83.6,85.75,80.4,81.65,6717766,IBREALEST,,,
2021-02-22 00:00:00+05:30,81.85,83.1,79.55,80.85,3409209,IBREALEST,,,
2021-02-23 00:00:00+05:30,81.7,83.75,81.3,82.75,3966380,IBREALEST,,,
2021-02-24 00:00:00+05:30,83.25,84.6,82.45,83.15,2752656,IBREALEST,,,
2021-02-25 00:00:00+05:30,86.0,95.35,86.0,92.8,30306966,IBREALEST,,,
2021-02-26 00:00:00+05:30,90.5,92.8,87.3,89.25,12158174,IBREALEST,,,
2021-03-01 00:00:00+05:30,90.75,97.85,88.7,94.2,16467898,IBREALEST,,,
2021-03-02 00:00:00+05:30,95.0,102.5,94.55,99.8,16205769,IBREALEST,,,
2021-03-03 00:00:00+05:30,100.95,107.75,97.2,105.25,19366197,IBREALEST,,,
2021-03-04 00:00:00+05:30,103.0,119.5,102.0,115.85,31634884,IBREALEST,,,
2021-03-05 00:00:00+05:30,116.45,124.85,112.1,120.1,19518704,IBREALEST,,,
2021-03-08 00:00:00+05:30,121.35,125.5,114.15,115.1,12397915,IBREALEST,,,
2021-03-09 00:00:00+05:30,115.9,117.8,109.0,114.0,15758790,IBREALEST,,,
2021-03-10 00:00:00+05:30,115.0,118.0,111.5,114.95,12477143,IBREALEST,,,
2021-03-12 00:00:00+05:30,115.0,115.8,103.0,104.15,14490006,IBREALEST,,,
2021-03-15 00:00:00+05:30,105.0,108.45,96.7,100.3,19056758,IBREALEST,,,
2021-03-16 00:00:00+05:30,101.0,106.1,98.55,99.55,16124659,IBREALEST,,,
2021-03-17 00:00:00+05:30,99.9,101.95,90.7,91.6,13128416,IBREALEST,,,
2021-03-18 00:00:00+05:30,93.3,96.4,90.0,91.2,11382345,IBREALEST,,,
2021-03-19 00:00:00+05:30,89.95,93.9,85.3,92.75,10901099,IBREALEST,,,
2021-03-22 00:00:00+05:30,93.2,95.9,88.4,89.5,12214149,IBREALEST,,,
2021-03-23 00:00:00+05:30,90.0,93.5,89.45,90.15,13149456,IBREALEST,,,
2021-03-24 00:00:00+05:30,89.9,91.85,84.0,84.45,13441813,IBREALEST,,,
2021-03-25 00:00:00+05:30,84.95,85.2,81.4,82.65,12478099,IBREALEST,,,
2021-03-26 00:00:00+05:30,83.5,87.15,82.4,83.2,13629972,IBREALEST,,,
2021-03-30 00:00:00+05:30,84.55,85.0,78.65,79.95,8188087,IBREALEST,,,
2021-03-31 00:00:00+05:30,80.5,83.35,78.6,81.1,15266591,IBREALEST,,,
2021-04-01 00:00:00+05:30,82.3,91.0,81.55,88.3,23275713,IBREALEST,,,
2021-04-05 00:00:00+05:30,88.15,88.15,82.7,84.15,8277681,IBREALEST,,,
2021-04-06 00:00:00+05:30,85.0,86.3,80.6,81.4,12470429,IBREALEST,,,
2021-04-07 00:00:00+05:30,82.05,87.0,82.0,84.6,12356943,IBREALEST,,,
2021-04-08 00:00:00+05:30,85.5,86.7,83.5,84.65,6750052,IBREALEST,,,
2021-04-09 00:00:00+05:30,84.65,87.75,84.5,85.4,6429222,IBREALEST,,,
2021-04-12 00:00:00+05:30,82.75,82.75,74.7,77.1,10877902,IBREALEST,,,
2021-04-13 00:00:00+05:30,78.2,80.9,76.8,79.7,6150099,IBREALEST,,,
2021-04-15 00:00:00+05:30,79.0,79.7,76.5,78.1,4211760,IBREALEST,,,
2021-04-16 00:00:00+05:30,78.15,82.4,78.15,79.35,7982525,IBREALEST,,,
2021-04-19 00:00:00+05:30,75.5,76.3,72.5,73.95,5947172,IBREALEST,,,
2021-04-20 00:00:00+05:30,75.5,77.5,74.8,76.05,5173126,IBREALEST,,,
2021-04-22 00:00:00+05:30,75.25,81.65,74.7,79.8,11957533,IBREALEST,,,
2021-04-23 00:00:00+05:30,79.5,81.3,77.6,79.55,4874360,IBREALEST,,,
2021-04-26 00:00:00+05:30,82.0,84.4,81.15,82.05,12385844,IBREALEST,,,
2021-04-27 00:00:00+05:30,81.9,82.9,81.05,81.5,4182029,IBREALEST,,,
2021-04-28 00:00:00+05:30,82.15,83.9,79.8,80.1,7968171,IBREALEST,,,
2021-04-29 00:00:00+05:30,80.9,81.7,77.4,77.9,5568774,IBREALEST,,,
2021-04-30 00:00:00+05:30,76.8,79.0,76.5,77.3,4902922,IBREALEST,,,
2021-05-03 00:00:00+05:30,76.5,81.2,76.3,79.2,6054822,IBREALEST,,,
2021-05-04 00:00:00+05:30,80.0,80.8,77.0,77.45,4553537,IBREALEST,,,
2021-05-05 00:00:00+05:30,78.3,79.65,76.0,77.45,7275823,IBREALEST,,,
2021-05-06 00:00:00+05:30,78.2,78.5,75.85,76.8,3072589,IBREALEST,,,
2021-05-07 00:00:00+05:30,77.7,80.4,77.0,78.7,7735607,IBREALEST,,,
2021-05-10 00:00:00+05:30,79.45,88.55,78.65,85.45,17175534,IBREALEST,,,
2021-05-11 00:00:00+05:30,84.7,89.2,83.1,86.8,11999905,IBREALEST,,,
2021-05-12 00:00:00+05:30,87.6,88.3,83.35,84.95,8658457,IBREALEST,,,
2021-05-14 00:00:00+05:30,85.5,86.7,79.7,81.35,6926342,IBREALEST,,,
2021-05-17 00:00:00+05:30,81.75,83.85,81.75,82.75,3062002,IBREALEST,,,
2021-05-18 00:00:00+05:30,83.6,86.4,82.85,83.45,5474537,IBREALEST,,,
2021-05-19 00:00:00+05:30,83.4,86.5,82.9,84.5,5818374,IBREALEST,,,
2021-05-20 00:00:00+05:30,85.0,92.85,83.65,91.85,28314144,IBREALEST,,,
