Date,Open,High,Low,Close,Volume,Name,Dividends,Stock Splits
2020-10-16 00:00:00+05:30,337.544,341.6224,333.488,335.0203,568224,HAL,,
2020-10-19 00:00:00+05:30,337.499,338.4453,333.4881,334.1415,453474,HAL,,
2020-10-20 00:00:00+05:30,334.1641,336.3272,322.6722,323.3708,1051072,HAL,,
2020-10-21 00:00:00+05:30,327.1788,327.1788,312.3071,314.8984,1693360,HAL,,
2020-10-22 00:00:00+05:30,315.4617,330.3334,315.011,326.931,1948058,HAL,,
2020-10-23 00:00:00+05:30,329.7701,329.7701,322.6722,323.551,600730,HAL,,
2020-10-26 00:00:00+05:30,325.8268,325.8493,313.5463,316.2728,655868,HAL,,
2020-10-27 00:00:00+05:30,317.7149,319.4274,310.9776,315.6419,727400,HAL,,
2020-10-28 00:00:00+05:30,316.363,321.5005,312.7127,316.025,582698,HAL,,
2020-10-29 00:00:00+05:30,314.5152,318.819,311.4057,313.2985,601170,HAL,,
2020-10-30 00:00:00+05:30,313.2985,317.2868,308.4314,309.6481,569552,HAL,,
2020-11-02 00:00:00+05:30,311.4057,312.307,301.9869,304.1726,514874,HAL,,
2020-11-03 00:00:00+05:30,306.4485,307.4174,302.032,303.1362,522936,HAL,,
2020-11-04 00:00:00+05:30,301.9418,304.1951,296.5339,297.8409,506958,HAL,,
2020-11-05 00:00:00+05:30,301.0405,322.2215,299.5083,315.7771,2559808,HAL,,
2020-11-06 00:00:00+05:30,317.1742,324.0242,314.1097,316.5208,721290,HAL,,
2020-11-09 00:00:00+05:30,319.067,326.2775,314.7406,323.8439,1157466,HAL,,
2020-11-10 00:00:00+05:30,324.4749,331.5277,318.4586,328.0125,937784,HAL,,
2020-11-11 00:00:00+05:30,329.2969,330.8967,323.1229,329.5898,753234,HAL,,
2020-11-12 00:00:00+05:30,329.0491,342.4111,325.8269,340.5184,1400692,HAL,,
2020-11-13 00:00:00+05:30,342.0505,346.1065,334.5921,342.8842,1365782,HAL,,
2020-11-14 00:00:00+05:30,350.8835,354.3986,347.0754,349.8244,641492,HAL,,
2020-11-17 00:00:00+05:30,351.0638,354.669,343.4702,351.3341,913542,HAL,,
2020-11-18 00:00:00+05:30,350.6131,350.7709,345.0926,346.2192,492218,HAL,,
2020-11-19 00:00:00+05:30,344.7546,356.0211,343.0646,348.9232,1060630,HAL,,
2020-11-20 00:00:00+05:30,350.1174,353.317,346.1966,347.9993,440024,HAL,,
2020-11-23 00:00:00+05:30,349.2612,351.2441,330.3335,347.9768,511056,HAL,,
2020-11-24 00:00:00+05:30,348.6753,359.5587,348.6753,356.5619,1446888,HAL,,
2020-11-25 00:00:00+05:30,358.2743,368.6395,356.4717,364.1104,2678506,HAL,,
2020-11-26 00:00:00+05:30,366.8368,369.0901,362.0147,365.2144,787892,HAL,,
2020-11-27 00:00:00+05:30,365.4849,372.1546,362.826,368.8648,1237092,HAL,,
2020-12-01 00:00:00+05:30,372.1547,376.2106,368.6395,373.9573,832030,HAL,,
2020-12-02 00:00:00+05:30,374.9487,376.2782,369.5859,373.2813,734356,HAL,,
2020-12-03 00:00:00+05:30,376.3007,384.5027,374.0474,382.024,1242642,HAL,,
2020-12-04 00:00:00+05:30,384.4126,387.2743,376.6162,379.7483,905708,HAL,,
2020-12-07 00:00:00+05:30,381.6636,392.9751,379.906,390.8795,1251354,HAL,,
2020-12-08 00:00:00+05:30,392.8399,393.5385,384.9985,389.1445,1035344,HAL,,
2020-12-09 00:00:00+05:30,396.0847,403.115,393.6511,395.7016,2047528,HAL,,
2020-12-10 00:00:00+05:30,397.9324,398.2929,382.4522,390.5866,735732,HAL,,
2020-12-11 00:00:00+05:30,392.5245,395.3411,383.9619,386.1251,565486,HAL,,
2020-12-14 00:00:00+05:30,388.4685,396.0396,387.9277,393.4933,637800,HAL,,
2020-12-15 00:00:00+05:30,396.5804,398.721,390.474,392.7273,662490,HAL,,
2020-12-16 00:00:00+05:30,394.1017,398.8336,391.3076,396.6029,773012,HAL,,
2020-12-17 00:00:00+05:30,398.8724,401.4857,395.6631,397.176,497572,HAL,,
2020-12-18 00:00:00+05:30,398.8724,402.9987,392.4996,396.0298,476678,HAL,,
2020-12-21 00:00:00+05:30,394.3335,399.6518,360.5898,366.2979,944604,HAL,,
2020-12-22 00:00:00+05:30,365.954,371.5703,348.8987,363.9596,859706,HAL,,
2020-12-23 00:00:00+05:30,365.6559,370.3553,363.9596,369.0257,367900,HAL,,
2020-12-24 00:00:00+05:30,372.1204,378.9058,370.8825,376.9802,669886,HAL,,
2020-12-28 00:00:00+05:30,378.2411,380.5334,375.0776,376.6364,254090,HAL,,
2020-12-29 00:00:00+05:30,377.7826,387.4105,375.0317,383.4218,809464,HAL,,
2020-12-30 00:00:00+05:30,385.1181,385.1181,377.3241,381.0148,386952,HAL,,
2020-12-31 00:00:00+05:30,385.5766,391.766,385.0952,387.9836,887524,HAL,,
2021-01-01 00:00:00+05:30,389.2444,395.663,388.6025,392.8205,525246,HAL,,
2021-01-04 00:00:00+05:30,395.1817,408.5004,392.8206,406.6207,1478680,HAL,,
2021-01-05 00:00:00+05:30,403.3654,424.9825,396.3508,422.5067,2985300,HAL,,
2021-01-06 00:00:00+05:30,428.2148,440.3414,426.3809,432.7078,3301122,HAL,,
2021-01-07 00:00:00+05:30,440.135,441.946,424.3177,426.61,1012478,HAL,,
2021-01-08 00:00:00+05:30,427.3436,431.1719,417.2113,418.3575,710614,HAL,,
2021-01-11 00:00:00+05:30,429.1316,429.1316,414.6897,416.2715,898772,HAL,,
2021-01-12 00:00:00+05:30,418.1283,419.4349,411.2512,413.3602,584460,HAL,,
2021-01-13 00:00:00+05:30,416.5007,430.9656,412.6496,422.5297,1612754,HAL,,
2021-01-14 00:00:00+05:30,460.7663,480.4807,450.8174,462.7148,15085380,HAL,,
2021-01-15 00:00:00+05:30,467.1849,467.1849,435.5502,443.3901,3572058,HAL,,
2021-01-18 00:00:00+05:30,444.7197,446.8745,431.5386,440.7997,1678884,HAL,,
2021-01-19 00:00:00+05:30,448.8461,453.6371,442.8859,444.7886,729042,HAL,,
2021-01-20 00:00:00+05:30,446.0951,449.7629,436.3755,444.7426,766022,HAL,,
2021-01-21 00:00:00+05:30,446.7829,448.7085,442.8859,444.0779,688496,HAL,,
2021-01-22 00:00:00+05:30,444.7198,447.0121,432.5702,434.6333,681374,HAL,,
2021-01-25 00:00:00+05:30,441.9689,444.0091,426.931,432.4098,699818,HAL,,
2021-01-27 00:00:00+05:30,433.7164,433.8539,418.1283,419.9393,497518,HAL,,
2021-01-28 00:00:00+05:30,417.6927,426.1287,413.406,423.5383,467670,HAL,,
2021-01-29 00:00:00+05:30,428.1688,432.1117,422.713,424.226,654836,HAL,,
2021-02-01 00:00:00+05:30,430.9655,434.1748,415.3774,416.7528,1699902,HAL,,
2021-02-02 00:00:00+05:30,419.9622,431.424,419.5037,428.5586,1003592,HAL,,
2021-02-03 00:00:00+05:30,447.9291,448.3417,435.642,442.2899,1851870,HAL,,
2021-02-04 00:00:00+05:30,445.8202,448.8461,442.4274,447.6311,1116136,HAL,,
2021-02-05 00:00:00+05:30,449.3045,467.185,444.7197,464.5946,2996074,HAL,,
2021-02-08 00:00:00+05:30,468.102,488.1831,467.6664,474.383,3461870,HAL,,
2021-02-09 00:00:00+05:30,477.6382,478.5781,462.6003,465.8096,1166948,HAL,,
2021-02-10 00:00:00+05:30,466.3369,469.4774,454.8062,462.8983,1133612,HAL,,
2021-02-11 00:00:00+05:30,462.8983,465.0761,453.981,455.792,754380,HAL,,
2021-02-12 00:00:00+05:30,457.5571,480.9393,457.5113,470.6236,2880490,HAL,,
2021-02-15 00:00:00+05:30,477.8674,480.0681,470.4401,475.1395,1464310,HAL,,
2021-02-16 00:00:00+05:30,472.2282,474.4976,461.2019,466.291,779356,HAL,,
2021-02-17 00:00:00+05:30,469.89,483.0024,462.5773,476.7671,1494320,HAL,,
2021-02-18 00:00:00+05:30,477.2715,492.7679,469.7296,482.8419,1457096,HAL,,
2021-02-19 00:00:00+05:30,487.6788,496.5273,481.6269,486.6013,1568192,HAL,,
2021-02-22 00:00:00+05:30,488.7333,500.6537,476.813,482.8878,2263152,HAL,,
2021-02-23 00:00:00+05:30,487.4037,490.5672,463.5172,472.3199,1011812,HAL,,
2021-02-24 00:00:00+05:30,474.9331,490.5212,474.9331,487.9079,557096,HAL,,
2021-02-25 00:00:00+05:30,492.4011,504.3214,485.9824,502.6938,1571312,HAL,,
2021-02-26 00:00:00+05:30,495.152,511.1986,490.934,498.3842,1658512,HAL,,
