Date,Open,High,Low,Close,Volume,Name,Dividends,Stock Splits
2020-10-16 00:00:00+05:30,317.021,320.2634,310.5314,316.5312,50762360,BAJFINANCE,,
2020-10-19 00:00:00+05:30,318.8577,322.7367,313.1272,320.0429,42066370,BAJFINANCE,,
2020-10-20 00:00:00+05:30,318.8479,322.2274,316.0855,319.5483,32520900,BAJFINANCE,,
2020-10-21 00:00:00+05:30,320.3172,322.7661,303.7969,316.6781,75364600,BAJFINANCE,,
2020-10-22 00:00:00+05:30,309.542,327.6639,308.5624,324.6714,70857690,BAJFINANCE,,
2020-10-23 00:00:00+05:30,326.3318,328.8198,323.5498,324.9114,32047770,BAJFINANCE,,
2020-10-26 00:00:00+05:30,326.1946,326.1946,317.0504,322.6584,35462450,BAJFINANCE,,
2020-10-27 00:00:00+05:30,325.8028,339.4187,321.1009,338.2677,60209460,BAJFINANCE,,
2020-10-28 00:00:00+05:30,337.8465,341.8578,327.948,330.1912,46491050,BAJFINANCE,,
2020-10-29 00:00:00+05:30,329.8973,336.1861,326.5619,331.0973,37803490,BAJFINANCE,,
2020-10-30 00:00:00+05:30,329.6182,332.1699,318.6373,324.1375,42876230,BAJFINANCE,,
2020-11-02 00:00:00+05:30,325.7587,337.6946,320.7727,334.9911,42885510,BAJFINANCE,,
2020-11-03 00:00:00+05:30,335.9902,344.8063,334.6041,341.946,44460450,BAJFINANCE,,
2020-11-04 00:00:00+05:30,339.8105,349.6992,339.1248,348.8665,43711430,BAJFINANCE,,
2020-11-05 00:00:00+05:30,353.6223,367.3362,351.433,366.053,63321410,BAJFINANCE,,
2020-11-06 00:00:00+05:30,365.7787,374.9083,362.8401,370.3484,57440500,BAJFINANCE,,
2020-11-09 00:00:00+05:30,373.2137,379.9433,370.8676,378.6013,41498980,BAJFINANCE,,
2020-11-10 00:00:00+05:30,381.9269,415.7218,380.3449,412.2542,114214480,BAJFINANCE,,
2020-11-11 00:00:00+05:30,412.4942,433.9025,404.9466,418.156,138966540,BAJFINANCE,,
2020-11-12 00:00:00+05:30,417.294,423.6611,411.4215,421.0457,55900380,BAJFINANCE,,
2020-11-13 00:00:00+05:30,417.294,431.9874,416.3144,428.6618,60884590,BAJFINANCE,,
2020-11-14 00:00:00+05:30,431.0079,434.4364,425.1305,428.5394,7894790,BAJFINANCE,,
2020-11-17 00:00:00+05:30,430.8805,441.1904,425.6202,439.628,58515230,BAJFINANCE,,
2020-11-18 00:00:00+05:30,438.3546,458.2397,437.2771,455.8643,75130190,BAJFINANCE,,
2020-11-19 00:00:00+05:30,453.4301,468.7211,442.0329,444.3838,83510050,BAJFINANCE,,
2020-11-20 00:00:00+05:30,447.8515,466.4827,442.2973,461.9474,87364100,BAJFINANCE,,
2020-11-23 00:00:00+05:30,467.1537,476.9788,463.6812,471.312,73250390,BAJFINANCE,,
2020-11-24 00:00:00+05:30,473.6189,476.2637,467.2517,471.2336,42973850,BAJFINANCE,,
