Date,Open,High,Low,Close,Volume,Name,Dividends,Stock Splits
2020-10-16 00:00:00+05:30,651.6281,671.4227,651.6281,659.337,128640,TRENT,,
2020-10-19 00:00:00+05:30,664.9571,664.9571,638.896,643.0737,139154,TRENT,,
2020-10-20 00:00:00+05:30,639.0949,661.4259,633.7733,637.006,233194,TRENT,,
2020-10-21 00:00:00+05:30,642.3774,658.7402,628.1532,631.4357,175206,TRENT,,
2020-10-22 00:00:00+05:30,633.823,656.9001,623.6771,638.1002,345227,TRENT,,
2020-10-23 00:00:00+05:30,640.5869,645.5604,628.7998,632.7786,221760,TRENT,,
2020-10-26 00:00:00+05:30,632.7786,643.3224,624.6718,632.1818,130781,TRENT,,
2020-10-27 00:00:00+05:30,628.6505,706.9334,628.6505,678.6342,2609870,TRENT,,
2020-10-28 00:00:00+05:30,697.2849,700.269,669.0852,678.9824,1368760,TRENT,,
2020-10-29 00:00:00+05:30,682.2649,682.2649,661.6249,668.0905,355207,TRENT,,
2020-10-30 00:00:00+05:30,668.4386,672.2184,651.0313,656.0546,248939,TRENT,,
2020-11-02 00:00:00+05:30,659.3371,678.3856,637.5532,671.1243,334551,TRENT,,
2020-11-03 00:00:00+05:30,673.3126,680.176,648.5445,651.28,372368,TRENT,,
2020-11-04 00:00:00+05:30,654.5625,678.8829,654.5625,664.9571,368310,TRENT,,
2020-11-05 00:00:00+05:30,673.9592,684.3538,659.5858,676.0481,362789,TRENT,,
2020-11-06 00:00:00+05:30,671.8205,676.3961,624.6717,670.6268,1129398,TRENT,,
2020-11-09 00:00:00+05:30,673.3624,688.3326,668.4883,677.6396,1008651,TRENT,,
2020-11-10 00:00:00+05:30,684.3537,702.6562,671.721,694.45,1375356,TRENT,,
2020-11-11 00:00:00+05:30,721.1576,775.7667,688.3325,699.2245,5826723,TRENT,,
2020-11-12 00:00:00+05:30,689.2775,725.9322,686.3431,722.1026,2162056,TRENT,,
2020-11-13 00:00:00+05:30,718.3725,754.4304,716.6815,747.4675,2193815,TRENT,,
2020-11-14 00:00:00+05:30,747.0696,754.9775,747.0696,749.8051,85004,TRENT,,
2020-11-17 00:00:00+05:30,750.9987,775.6673,734.0888,739.8083,2020786,TRENT,,
2020-11-18 00:00:00+05:30,740.1066,761.9403,737.0728,759.2049,1428310,TRENT,,
2020-11-19 00:00:00+05:30,757.9615,769.8482,737.2718,742.1956,1264663,TRENT,,
2020-11-20 00:00:00+05:30,745.8262,770.8927,722.2021,755.7235,1572077,TRENT,,
2020-11-23 00:00:00+05:30,757.9617,804.6629,751.8941,782.5308,2661607,TRENT,,
2020-11-24 00:00:00+05:30,782.481,795.7602,751.3468,769.5499,2093324,TRENT,,
2020-11-25 00:00:00+05:30,769.8979,775.6175,721.1576,727.4739,854113,TRENT,,
2020-11-26 00:00:00+05:30,730.8561,737.0729,697.6331,703.1537,1218199,TRENT,,
2020-11-27 00:00:00+05:30,709.1716,735.0836,691.6152,716.4827,22823095,TRENT,,
2020-12-01 00:00:00+05:30,729.0159,741.1512,701.6119,711.7081,1754561,TRENT,,
2020-12-02 00:00:00+05:30,710.216,713.6975,681.3697,687.5866,1483703,TRENT,,
2020-12-03 00:00:00+05:30,695.5939,696.3399,671.4227,674.2078,1172454,TRENT,,
2020-12-04 00:00:00+05:30,676.3962,687.7358,664.9074,673.4121,818535,TRENT,,
2020-12-07 00:00:00+05:30,677.2914,694.3007,668.4385,689.6754,805601,TRENT,,
2020-12-08 00:00:00+05:30,697.2848,704.198,679.7283,684.7018,782705,TRENT,,
2020-12-09 00:00:00+05:30,680.375,694.3008,676.3962,679.5792,1295116,TRENT,,
2020-12-10 00:00:00+05:30,683.2099,690.1728,670.428,673.3624,874525,TRENT,,
2020-12-11 00:00:00+05:30,672.4174,689.2776,672.4174,685.6966,555016,TRENT,,
2020-12-14 00:00:00+05:30,691.3167,700.6669,689.3273,696.0912,683921,TRENT,,
2020-12-15 00:00:00+05:30,700.1696,714.1948,698.2796,705.6901,951521,TRENT,,
2020-12-16 00:00:00+05:30,712.7028,720.1631,702.2585,712.4044,1410592,TRENT,,
2020-12-17 00:00:00+05:30,717.1789,717.1789,694.4997,697.4838,1015681,TRENT,,
2020-12-18 00:00:00+05:30,698.2796,705.5409,691.814,694.7484,641194,TRENT,,
2020-12-21 00:00:00+05:30,694.3008,696.3399,630.9384,681.7178,1041283,TRENT,,
2020-12-22 00:00:00+05:30,666.4493,691.1178,658.4917,688.5316,457974,TRENT,,
2020-12-23 00:00:00+05:30,688.5315,690.3219,674.4067,677.0924,512649,TRENT,,
2020-12-24 00:00:00+05:30,679.3802,687.9844,671.4226,681.121,1132681,TRENT,,
2020-12-28 00:00:00+05:30,680.375,691.3167,678.3856,680.9718,818791,TRENT,,
2020-12-29 00:00:00+05:30,684.3042,686.3433,665.4546,668.4884,577636,TRENT,,
2020-12-30 00:00:00+05:30,671.0248,686.5919,646.5552,673.9592,662060,TRENT,,
2020-12-31 00:00:00+05:30,677.4903,686.3432,671.5221,683.9559,790143,TRENT,,
2021-01-01 00:00:00+05:30,687.2383,688.2828,668.4385,671.0745,328829,TRENT,,
2021-01-04 00:00:00+05:30,675.4015,679.6787,670.428,674.9042,565557,TRENT,,
2021-01-05 00:00:00+05:30,676.2967,676.2967,668.4386,671.4227,450769,TRENT,,
2021-01-06 00:00:00+05:30,675.3021,680.6734,668.4386,673.064,227409,TRENT,,
2021-01-07 00:00:00+05:30,672.2681,681.2204,668.9359,671.8703,302941,TRENT,,
2021-01-08 00:00:00+05:30,674.4068,697.2849,671.3232,691.7146,897082,TRENT,,
2021-01-11 00:00:00+05:30,699.1749,701.413,684.6025,690.0734,487073,TRENT,,
2021-01-12 00:00:00+05:30,691.3167,693.3061,679.3803,680.9718,333187,TRENT,,
2021-01-13 00:00:00+05:30,684.2543,689.3273,663.4651,669.6819,692189,TRENT,,
2021-01-14 00:00:00+05:30,673.2629,673.4122,645.5606,651.1309,543503,TRENT,,
2021-01-15 00:00:00+05:30,650.4346,655.5075,636.1109,640.0897,705409,TRENT,,
2021-01-18 00:00:00+05:30,642.4769,696.2902,626.6611,656.5519,488034,TRENT,,
