Date,Open,High,Low,Close,Volume,Name,Dividends,Stock Splits
2020-10-16 00:00:00+05:30,14870.5314,15066.8185,14807.3056,14927.751,4671,ABBOTINDIA,,
2020-10-19 00:00:00+05:30,14898.4658,15054.6669,14674.9425,14720.0098,8056,ABBOTINDIA,,
2020-10-20 00:00:00+05:30,14796.0378,14796.1305,14647.9843,14708.5557,18997,ABBOTINDIA,,
2020-10-21 00:00:00+05:30,14752.7405,14917.182,14633.7856,14791.5234,4699,ABBOTINDIA,,
2020-10-22 00:00:00+05:30,14889.1548,14889.1548,14665.6778,14711.6299,3081,ABBOTINDIA,,
2020-10-23 00:00:00+05:30,14702.9234,14862.1971,14514.8767,14548.9102,6950,ABBOTINDIA,,
2020-10-26 00:00:00+05:30,14572.5617,14665.6771,14423.577,14490.6201,5810,ABBOTINDIA,,
2020-10-27 00:00:00+05:30,14488.7571,14599.8436,14442.1994,14481.6807,10467,ABBOTINDIA,,
2020-10-28 00:00:00+05:30,14479.4457,14530.7519,14186.1322,14271.8447,13579,ABBOTINDIA,,
2020-10-29 00:00:00+05:30,14265.2805,14265.2805,14083.7055,14116.2031,10799,ABBOTINDIA,,
2020-10-30 00:00:00+05:30,14200.1001,14372.3636,14151.3073,14244.9355,9232,ABBOTINDIA,,
2020-11-02 00:00:00+05:30,14246.6578,14479.4464,14106.9847,14444.0625,6686,ABBOTINDIA,,
2020-11-03 00:00:00+05:30,14432.5165,14805.351,14339.7739,14722.9902,9330,ABBOTINDIA,,
2020-11-04 00:00:00+05:30,14753.2059,14805.3505,14665.8638,14772.5273,3640,ABBOTINDIA,,
2020-11-05 00:00:00+05:30,14768.1037,14879.7958,14665.6767,14689.002,5085,ABBOTINDIA,,
2020-11-06 00:00:00+05:30,14712.2341,14897.0682,14693.611,14803.3008,4116,ABBOTINDIA,,
2020-11-09 00:00:00+05:30,14898.4653,14945.023,14386.3305,14461.0557,13401,ABBOTINDIA,,
2020-11-10 00:00:00+05:30,14607.9454,14607.9454,14339.773,14437.125,7282,ABBOTINDIA,,
2020-11-11 00:00:00+05:30,14484.1012,14571.5369,14307.1819,14359.0938,12430,ABBOTINDIA,,
2020-11-12 00:00:00+05:30,14358.3956,14441.9667,14223.471,14250.1025,12910,ABBOTINDIA,,
2020-11-13 00:00:00+05:30,14330.4615,14386.3307,14260.6249,14309.0449,7685,ABBOTINDIA,,
2020-11-14 00:00:00+05:30,14339.7724,14549.282,14339.7724,14521.8594,2958,ABBOTINDIA,,
2020-11-17 00:00:00+05:30,14479.4464,14479.4464,14200.1001,14228.1748,15913,ABBOTINDIA,,
2020-11-18 00:00:00+05:30,14292.2842,14363.052,14013.8692,14056.8887,15922,ABBOTINDIA,,
2020-11-19 00:00:00+05:30,14060.4273,14245.727,14060.4273,14189.5322,9473,ABBOTINDIA,,
2020-11-20 00:00:00+05:30,14245.4012,14302.5271,14153.5425,14288.1406,8136,ABBOTINDIA,,
2020-11-23 00:00:00+05:30,14339.7736,14386.3313,14125.2826,14151.3076,19703,ABBOTINDIA,,
2020-11-24 00:00:00+05:30,14158.1989,14409.6105,14158.1989,14244.4707,17108,ABBOTINDIA,,
2020-11-25 00:00:00+05:30,14326.9686,14362.1197,14246.6566,14335.1162,6300,ABBOTINDIA,,
